text,label
the application keeps crashing any time i try to submit a report,complaint
the application keeps crashing the time i try to submit a report,complaint
the application keeps crashing over time i try to submit a report,complaint
i am extremely angry at this massive delay,complaint
i am extremely angry for this massive delay,complaint
i am extremely angry over this massive delay,complaint
i am extremely angry with this massive delay,complaint
how to handle customers who insist on reservations before leaving a positive review?,complaint
how to handle customers who insist on buying before leaving a positive review?,complaint
how to handle customers who insist on shopping before leaving a positive review?,complaint
how to handle customers who insist on privacy before leaving a positive review?,complaint
how to handle customers who insist on advertising before leaving a positive review?,complaint
the service was not advertised and a manager is requested,complaint
the service was not terminated and a manager is requested,complaint
the service was not discontinued and a manager is requested,complaint
the service was not renewed and a manager is requested,complaint
the service was not completed and a manager is requested,complaint
the order survives in a damaged condition,complaint
the order is in a damaged condition,complaint
the order remains in a damaged condition,complaint
the order stands in a damaged condition,complaint
the order exists in a damaged condition,complaint
the engine is experiencing technical issues during use,complaint
the vehicle is experiencing technical issues during use,complaint
the locomotive is experiencing technical issues during use,complaint
the system is experiencing technical issues during use,complaint
the battery is experiencing technical issues during use,complaint
there has taken a long delay without any updates on the ticket,complaint
there has remained a long delay without any updates on the ticket,complaint
there has become a long delay without any updates on the ticket,complaint
there has followed a long delay without any updates on the ticket,complaint
the received item is different than the description online,complaint
the received item is different in the description online,complaint
the received item is different to the description online,complaint
the received item is different via the description online,complaint
overall product quality is extremely poor compared to the pictures,complaint
its product quality is extremely poor compared to the pictures,complaint
• product quality is extremely poor compared to the pictures,complaint
their product quality is extremely poor compared to the pictures,complaint
your agent was incredibly rude to me on your chat support,complaint
your agent was incredibly rude to me on my chat support,complaint
your agent was incredibly rude to me on our chat support,complaint
your agent was incredibly rude to me on facebook chat support,complaint
i ' ve been waiting for hours and nobody ever replied to my issue,complaint
i ' ve been waiting for hours and nobody else replied to my issue,complaint
i ' ve been waiting for hours and nobody even replied to my issue,complaint
i ' ve been waiting for hours and nobody have replied to my issue,complaint
the package arrived totally intact and open,complaint
the package arrived totally clean and open,complaint
the package arrived totally packed and open,complaint
the package arrived totally sealed and open,complaint
the package arrived totally safe and open,complaint
your website is broken and constantly glitched during my transaction,complaint
your website is broken and frequently glitched during my transaction,complaint
your website is broken and repeatedly glitched during my transaction,complaint
your website is broken and continually glitched during my transaction,complaint
your website is broken and often glitched during my transaction,complaint
bus service is completely unacceptable,complaint
passenger service is completely unacceptable,complaint
customer service is completely unacceptable,complaint
freight service is completely unacceptable,complaint
the item started tearing after only one day after normal use,complaint
the item started tearing after only one day before normal use,complaint
the item started tearing after only one day during normal use,complaint
the item started tearing after only one day in normal use,complaint
"you charged me, and your support is ignoring me",complaint
you charged me? and your support is ignoring me,complaint
you charged me yesterday and your support is ignoring me,complaint
you charged me personally and your support is ignoring me,complaint
you charged me! and your support is ignoring me,complaint
the solution provided by your team did not resolve my problem,complaint
the solution provided by your team did not address my problem,complaint
the solution provided by your team did not satisfy my problem,complaint
the solution provided by your team did not affect my problem,complaint
i want to file a formal complaint at this store,complaint
i want to file a formal complaint to this store,complaint
i want to file a formal complaint in this store,complaint
i want to file a formal complaint regarding this store,complaint
the product looks poorly used and scratched up,complaint
the product looks badly used and scratched up,complaint
the product looks freshly used and scratched up,complaint
the product looks well used and scratched up,complaint
the product looks like used and scratched up,complaint
this is exactly what i ordered at all,complaint
this is precisely what i ordered at all,complaint
this is hardly what i ordered at all,complaint
this is basically what i ordered at all,complaint
my application keeps crashing every time i try to submit a report,complaint
your application keeps crashing every time i try to submit a report,complaint
this application keeps crashing every time i try to submit a report,complaint
our application keeps crashing every time i try to submit a report,complaint
i am terribly angry about this massive delay,complaint
i am very angry about this massive delay,complaint
i am so angry about this massive delay,complaint
i am truly angry about this massive delay,complaint
how to handle customers who insist on cashback before leaving a customer review?,complaint
how to handle customers who insist on cashback before leaving a quarterly review?,complaint
how to handle customers who insist on cashback before leaving a peer review?,complaint
how to handle customers who insist on cashback before leaving a periodic review?,complaint
how to handle customers who insist on cashback before leaving a monthly review?,complaint
the order arrived in a damaged.,complaint
the order arrived in a damaged vessel,complaint
the order arrived in a damaged carriage,complaint
the order arrived in a damaged ;,complaint
the order arrived in a damaged convoy,complaint
there has been another long delay without any updates on the ticket,complaint
there has been no long delay without any updates on the ticket,complaint
there has been very long delay without any updates on the ticket,complaint
there has been unusually long delay without any updates on the ticket,complaint
the received item is different from its description online,complaint
the received item is different from item description online,complaint
the received item is different from a description online,complaint
the received item is different from previous description online,complaint
this is the worst customer service experience i have ever experienced,complaint
this is the worst customer service experience i have ever.,complaint
this is the worst customer service experience i have ever faced,complaint
this is the worst customer service experience i have ever encountered,complaint
my item is completely defective and doesn ' t turn on,complaint
my item gets completely defective and doesn ' t turn on,complaint
my item looks completely defective and doesn ' t turn on,complaint
my item feels completely defective and doesn ' t turn on,complaint
my item becomes completely defective and doesn ' t turn on,complaint
your agent was incredibly rude to rely on the chat support,complaint
your agent was incredibly rude to comment on the chat support,complaint
your agent was incredibly rude to put on the chat support,complaint
your agent was incredibly rude to check on the chat support,complaint
your agent was incredibly rude to send on the chat support,complaint
i ' ve stopped waiting for hours and nobody has replied to my issue,complaint
i ' ve kept waiting for hours and nobody has replied to my issue,complaint
i ' ve sat waiting for hours and nobody has replied to my issue,complaint
i ' ve waited waiting for hours and nobody has replied to my issue,complaint
this package arrived totally crushed and open,complaint
a package arrived totally crushed and open,complaint
another package arrived totally crushed and open,complaint
pizza package arrived totally crushed and open,complaint
your heart is broken and it glitched during my transaction,complaint
your nose is broken and it glitched during my transaction,complaint
your contract is broken and it glitched during my transaction,complaint
your spell is broken and it glitched during my transaction,complaint
your hand is broken and it glitched during my transaction,complaint
i am very disappointed with when this situation was handled,complaint
i am very disappointed with whether this situation was handled,complaint
i am very disappointed with that this situation was handled,complaint
i am very disappointed with what this situation was handled,complaint
the item is missing half of the items that were supposed to be included,complaint
the item is missing half of the books that were supposed to be included,complaint
the item is missing half of the pieces that were supposed to be included,complaint
the item is missing half of the pages that were supposed to be included,complaint
the item is missing half of the ingredients that were supposed to be included,complaint
the tires started tearing after only one day of normal use,complaint
the roof started tearing after only one day of normal use,complaint
the tire started tearing after only one day of normal use,complaint
the road started tearing after only one day of normal use,complaint
the engine started tearing after only one day of normal use,complaint
you charged me twice and your support is ignoring.,complaint
you charged me twice and your support is ignoring!,complaint
you charged me twice and your support is ignoring you,complaint
you charged me twice and your support is ignoring us,complaint
the solution presented by your team did not solve my problem,complaint
the solution obtained by your team did not solve my problem,complaint
the solution proposed by your team did not solve my problem,complaint
the solution devised by your team did not solve my problem,complaint
the solution offered by your team did not solve my problem,complaint
i want to file another formal complaint against this store,complaint
i want to file no formal complaint against this store,complaint
i want to file any formal complaint against this store,complaint
i want to file my formal complaint against this store,complaint
the product looks completely used and scratched.,complaint
the product looks completely used and scratched :,complaint
the product looks completely used and scratched ;,complaint
the product looks completely used and scratched!,complaint
the product looks completely used and scratched out,complaint
the application keeps crashing every time users try to submit a report,complaint
the application keeps crashing every time they try to submit a report,complaint
the application keeps crashing every time developers try to submit a report,complaint
the application keeps crashing every time applicants try to submit a report,complaint
the application keeps crashing every time you try to submit a report,complaint
the order arrived in badly damaged condition,complaint
the order arrived in severely damaged condition,complaint
the order arrived in its damaged condition,complaint
the order arrived in highly damaged condition,complaint
there has been a long delay without any updates on the website,complaint
there has been a long delay without any updates on the.,complaint
there has been a long delay without any updates on the internet,complaint
there has been a long delay without any updates on the site,complaint
there has been a long delay without any updates on the project,complaint
this is the worst customer service experience i ever ever had,complaint
this is the worst customer service experience i had ever had,complaint
this is the worst customer service experience i personally ever had,complaint
this is the worst customer service experience i has ever had,complaint
my item is completely defective and doesn ' t turn.,complaint
my item is completely defective and doesn ' t turn!,complaint
my item is completely defective and doesn ' t turn?,complaint
my item is completely defective and doesn ' t turn ;,complaint
my item is completely defective and doesn ' t turn off,complaint
the product quality is extremely good compared to the pictures,complaint
the product quality is extremely high compared to the pictures,complaint
the product quality is extremely low compared to the pictures,complaint
the product quality is extremely variable compared to the pictures,complaint
i ' ve been waiting for hours. nobody has replied to my issue,complaint
i ' ve been waiting for hours since nobody has replied to my issue,complaint
i ' ve been waiting for hours because nobody has replied to my issue,complaint
i ' ve been waiting for hours until nobody has replied to my issue,complaint
your website is broken and it glitched during my vacation,complaint
your website is broken and it glitched during my visit,complaint
your website is broken and it glitched during my days,complaint
your website is broken and it glitched during my holidays,complaint
your website is broken and it glitched during my tour,complaint
we am very disappointed with how this situation was handled,complaint
you am very disappointed with how this situation was handled,complaint
they am very disappointed with how this situation was handled,complaint
but am very disappointed with how this situation was handled,complaint
i was promised a follow up yesterday and received nothing,complaint
i was promised a follow up yesterday i received nothing,complaint
i was promised a follow up yesterday. received nothing,complaint
"i was promised a follow up yesterday, received nothing",complaint
the item begins tearing after only one day of normal use,complaint
the item starts tearing after only one day of normal use,complaint
the item ceased tearing after only one day of normal use,complaint
the item stops tearing after only one day of normal use,complaint
the item began tearing after only one day of normal use,complaint
you charged me twice and your support is for me,complaint
you charged me twice and your support is helping me,complaint
you charged me twice and your support is beyond me,complaint
you charged me twice and your support is giving me,complaint
you charged me twice and your support is killing me,complaint
the solution provided by the team did not solve my problem,complaint
the solution provided by this team did not solve my problem,complaint
the solution provided by my team did not solve my problem,complaint
the solution provided by his team did not solve my problem,complaint
the solution provided by our team did not solve my problem,complaint
this product looks completely used and scratched up,complaint
each product looks completely used and scratched up,complaint
its product looks completely used and scratched up,complaint
every product looks completely used and scratched up,complaint
the blog keeps crashing every time i try to submit a report,complaint
the website keeps crashing every time i try to submit a report,complaint
the computer keeps crashing every time i try to submit a report,complaint
the internet keeps crashing every time i try to submit a report,complaint
the plane keeps crashing every time i try to submit a report,complaint
the service is not helpful and a manager is requested,complaint
the service proves not helpful and a manager is requested,complaint
the service does not helpful and a manager is requested,complaint
the service becomes not helpful and a manager is requested,complaint
the application requires experiencing technical issues during use,complaint
the application avoids experiencing technical issues during use,complaint
the application involves experiencing technical issues during use,complaint
the application risks experiencing technical issues during use,complaint
there has been a long delay without any updates regarding the ticket,complaint
there has been a long delay without any updates to the ticket,complaint
there has been a long delay without any updates of the ticket,complaint
there has been a long delay without any updates concerning the ticket,complaint
the received information is different from the description online,complaint
the received signal is different from the description online,complaint
the received text is different from the description online,complaint
the received data is different from the description online,complaint
the received description is different from the description online,complaint
every item is completely defective and doesn ' t turn on,complaint
this item is completely defective and doesn ' t turn on,complaint
each item is completely defective and doesn ' t turn on,complaint
the item is completely defective and doesn ' t turn on,complaint
an item is completely defective and doesn ' t turn on,complaint
i am very disappointed about how this situation was handled,complaint
i am very disappointed in how this situation was handled,complaint
i am very disappointed by how this situation was handled,complaint
i am very disappointed at how this situation was handled,complaint
the item is missing half or the parts that were supposed to be included,complaint
the item is missing half all the parts that were supposed to be included,complaint
the item is missing half from the parts that were supposed to be included,complaint
the item is missing half and the parts that were supposed to be included,complaint
this item started tearing after only one day of normal use,complaint
an item started tearing after only one day of normal use,complaint
each item started tearing after only one day of normal use,complaint
one item started tearing after only one day of normal use,complaint
the information provided by your team did not solve my problem,complaint
the answers provided by your team did not solve my problem,complaint
the results provided by your team did not solve my problem,complaint
the data provided by your team did not solve my problem,complaint
i was extremely angry about this massive delay,complaint
i feel extremely angry about this massive delay,complaint
i get extremely angry about this massive delay,complaint
i felt extremely angry about this massive delay,complaint
the service was very helpful and a manager is requested,complaint
the service was deemed helpful and a manager is requested,complaint
the service was extremely helpful and a manager is requested,complaint
the service was highly helpful and a manager is requested,complaint
the service was always helpful and a manager is requested,complaint
this order arrived in a damaged condition,complaint
mail order arrived in a damaged condition,complaint
his order arrived in a damaged condition,complaint
their order arrived in a damaged condition,complaint
there has been a long delay without any information on the ticket,complaint
there has been a long delay without any restrictions on the ticket,complaint
there has been a long delay without any changes on the ticket,complaint
there has been a long delay without any comment on the ticket,complaint
there has been a long delay without any payment on the ticket,complaint
the product quality is very poor compared to the pictures,complaint
the product quality is relatively poor compared to the pictures,complaint
the product quality is generally poor compared to the pictures,complaint
the product quality is quite poor compared to the pictures,complaint
your agent was incredibly helpful to me on the chat support,complaint
your agent was incredibly nice to me on the chat support,complaint
your agent was incredibly useful to me on the chat support,complaint
your agent was incredibly loyal to me on the chat support,complaint
your agent was incredibly attractive to me on the chat support,complaint
i ' ve been waiting for hours and everyone has replied to my issue,complaint
i ' ve been waiting for hours and she has replied to my issue,complaint
i ' ve been waiting for hours and everybody has replied to my issue,complaint
i ' ve been waiting for hours and someone has replied to my issue,complaint
the package was totally crushed and open,complaint
the package is totally crushed and open,complaint
the package gets totally crushed and open,complaint
the package remains totally crushed and open,complaint
the package got totally crushed and open,complaint
i am very disappointed with how this project was handled,complaint
i am very disappointed with how this matter was handled,complaint
i am very disappointed with how this mission was handled,complaint
i am very disappointed with how this affair was handled,complaint
the item is missing half of the parts that were intended to be included,complaint
the item is missing half of the parts that were scheduled to be included,complaint
the item is missing half of the parts that were planned to be included,complaint
the item is missing half of the parts that were meant to be included,complaint
this service is completely automated,complaint
this service is completely online,complaint
this service is completely disabled,complaint
this service is completely discontinued,complaint
this service is completely automatic,complaint
the item started functioning after only one day of normal use,complaint
the item started circulating after only one day of normal use,complaint
the item started production after only one day of normal use,complaint
the item started appearing after only one day of normal use,complaint
the item started running after only one day of normal use,complaint
the product looks completely old and scratched up,complaint
the product looks completely outdated and scratched up,complaint
the product looks completely scratched and scratched up,complaint
the product looks completely fake and scratched up,complaint
the product looks completely blank and scratched up,complaint
i am extremely concerned about this massive delay,complaint
i am extremely excited about this massive delay,complaint
i am extremely worried about this massive delay,complaint
i am extremely sorry about this massive delay,complaint
i am extremely nervous about this massive delay,complaint
how to handle customers who insist on cashback before leaving a positive.,complaint
how to handle customers who insist on cashback before leaving a positive message,complaint
how to handle customers who insist on cashback before leaving a positive customer,complaint
how to handle customers who insist on cashback before leaving a positive?,complaint
how to handle customers who insist on cashback before leaving a positive impression,complaint
the application is addressing technical issues during use,complaint
the application is facing technical issues during use,complaint
the application is handling technical issues during use,complaint
the application is investigating technical issues during use,complaint
it has been a long delay without any updates on the ticket,complaint
this has been a long delay without any updates on the ticket,complaint
here has been a long delay without any updates on the ticket,complaint
what has been a long delay without any updates on the ticket,complaint
the received item looks different from the description online,complaint
the received item was different from the description online,complaint
the received item appears different from the description online,complaint
the received item seems different from the description online,complaint
your agent is incredibly rude to me on the chat support,complaint
your agent gets incredibly rude to me on the chat support,complaint
your agent seems incredibly rude to me on the chat support,complaint
your agent sounded incredibly rude to me on the chat support,complaint
i was promised a followup yesterday but received nothing,complaint
i was promised a followdown yesterday but received nothing,complaint
i was promised a followover yesterday but received nothing,complaint
i was promised a followout yesterday but received nothing,complaint
the item started tearing after only one day of normal.,complaint
the item started tearing after only one day of normal ;,complaint
the item started tearing after only one day of normal surgery,complaint
the item started tearing after only one day of normality,complaint
the item started tearing after only one day of normalization,complaint
the solution provided by your team does not solve my problem,complaint
the solution provided by your team will not solve my problem,complaint
the solution provided by your team may not solve my problem,complaint
the solution provided by your team shall not solve my problem,complaint
this is not what is ordered at all,complaint
this is not what we ordered at all,complaint
this is not what was ordered at all,complaint
this is not what he ordered at all,complaint
how to handle customers who rely on cashback before leaving a positive review?,complaint
how to handle customers who depend on cashback before leaving a positive review?,complaint
how to handle customers who defaulted on cashback before leaving a positive review?,complaint
how to handle customers who bid on cashback before leaving a positive review?,complaint
the ship arrived in a damaged condition,complaint
the vessel arrived in a damaged condition,complaint
the train arrived in a damaged condition,complaint
the boat arrived in a damaged condition,complaint
the aircraft arrived in a damaged condition,complaint
the received item is taken from the description online,complaint
the received item is obtained from the description online,complaint
the received item is derived from the description online,complaint
the received item is extracted from the description online,complaint
the received item is retrieved from the description online,complaint
your dad was incredibly rude to me on the chat support,complaint
your father was incredibly rude to me on the chat support,complaint
your mother was incredibly rude to me on the chat support,complaint
your friend was incredibly rude to me on the chat support,complaint
your boss was incredibly rude to me on the chat support,complaint
has been waiting for hours and nobody has replied to my issue,complaint
have been waiting for hours and nobody has replied to my issue,complaint
i been waiting for hours and nobody has replied to my issue,complaint
had been waiting for hours and nobody has replied to my issue,complaint
we been waiting for hours and nobody has replied to my issue,complaint
your website has broken and it glitched during my transaction,complaint
your website got broken and it glitched during my transaction,complaint
your website gets broken and it glitched during my transaction,complaint
your website was broken and it glitched during my transaction,complaint
i am deeply disappointed with how this situation was handled,complaint
i am greatly disappointed with how this situation was handled,complaint
i am terribly disappointed with how this situation was handled,complaint
i am extremely disappointed with how this situation was handled,complaint
the film is missing half of the parts that were supposed to be included,complaint
the dvd is missing half of the parts that were supposed to be included,complaint
the album is missing half of the parts that were supposed to be included,complaint
the movie is missing half of the parts that were supposed to be included,complaint
the song is missing half of the parts that were supposed to be included,complaint
i was expecting a follow up yesterday but received nothing,complaint
i was offered a follow up yesterday but received nothing,complaint
i was given a follow up yesterday but received nothing,complaint
i was planning a follow up yesterday but received nothing,complaint
you hit me twice and your support is ignoring me,complaint
you kissed me twice and your support is ignoring me,complaint
you stabbed me twice and your support is ignoring me,complaint
you threaten me twice and your support is ignoring me,complaint
you punched me twice and your support is ignoring me,complaint
the solution provided for your team did not solve my problem,complaint
the solution provided that your team did not solve my problem,complaint
the solution provided to your team did not solve my problem,complaint
the solution provided when your team did not solve my problem,complaint
i want ta file a formal complaint against this store,complaint
