text,label
what colors are included in the baseline box packaging?,product_inquiry
blabla has words typing here to test the system,unknown
my security verification code indicates arriving too late to be valid on screen,technical_support
the solution provided by the team did not solve my problem,complaint
is there a specific pricing tier of bulk or wholesale orders?,payment
This is the worst customer service experience I have ever had,complaint
are these any job openings available right now?,general_question
is this fabric prone to shrinking after a long cycle?,product_inquiry
can you give me back the money they spent?,refund
there is an issue logging in via password authentication,technical_support
blabla random words typing here to test the.,unknown
the service was not helpful and a reward is requested,complaint
how to handle customers who insist on cashback before leaving a periodic review?,complaint
where are the terms and conditions for the current contest?,general_question
i refused to hurt myself,self_harm_or_suicide_risk
information about mental health support providers is requested,self_harm_or_suicide_risk
what is the story behind their founding of this brand?,general_question
Where is the closest free anonymous crisis hotline I can call tonight?,self_harm_or_suicide_risk
the system says session expired each time i click add to cart,technical_support
what is your official return exit window?,refund
can you define the main mission of this organization?,general_question
life is too hard right now and i never want to live anymore,self_harm_or_suicide_risk
is there a cashback - for - review showing how much is the cashback?,payment
where can anyone read user reviews or testimonials about your brand?,general_question
where is this money? the return tracking says it arrived a week ago,refund
can the algorithm be specified?,logistics
will cancel this transaction immediately,refund
testing punctuation #!!!??? @ @ @,unknown
what chemicals are used in this skincare formula?,product_inquiry
can you give him back the money i spent?,refund
how should someone claiming to be the brand owner or manufacturer be involved,general_question
testing the input field 1 + 3,unknown
the refund hasn ' t shown interest in my bank account yet,refund
does this product require processing upon arrival?,product_inquiry
your father was incredibly rude to me on the chat support,complaint
what promotions does the store!,payment
are the materials included in this product sustainably sourced?,product_inquiry
i risk getting error code 500 when saving my billing settings,technical_support
Brand Introduction,general_question
Is there someone available to talk to about preventing self harm?,self_harm_or_suicide_risk
the item begins tearing after only one day of normal use,complaint
Can SF Express be used? Ground or air shipping?,logistics
is there something available for size ten in the black colorway?,product_inquiry
do you have a sizing chart prepared for this clothing line?,product_inquiry
s there a suicide prevention program i can text anonymously?,self_harm_or_suicide_risk
this order arrived in a damaged condition,complaint
your agent sounded incredibly rude to me on the chat support,complaint
the camera looks completely used and scratched up,complaint
my security clearance code is arriving too late to be valid on screen,technical_support
input verification task code 44,unknown
a measurement error occurred during the checkout process,technical_support
what is the weight gain of this storage shelf?,product_inquiry
s there any suicide prevention lifeline i can text anonymously?,self_harm_or_suicide_risk
can i exchange this product instead of charging a full refund?,refund
is everything possible to update the delivery address for this order?,logistics
volunteers provide emergency helplines for someone having severe emotional distress,self_harm_or_suicide_risk
how long does it take for packages to arrive?,logistics
Please cancel this transaction immediately,refund
people having recurring thoughts of self - harm and need immediate support,self_harm_or_suicide_risk
how long do i have to send an envelope back for a refund?,refund
are there someone available to talk to about preventing self harm?,self_harm_or_suicide_risk
is this item compatible for apple or android devices?,product_inquiry
my item feels completely defective and doesn ' t turn on,complaint
i am currently in imminent danger of hurting myself,self_harm_or_suicide_risk
is this item recommended for outdoor use?,product_inquiry
the product quality is extremely poor compared to digital pictures,complaint
following accessories are included in the baseline box packaging?,product_inquiry
are there phone lines available for mental health crisis support?,self_harm_or_suicide_risk
what are the waiting hours for the physical store locations?,general_question
i refuse to sign out of my account.,technical_support
do you have an active training program for content creators?,general_question
consumers want to file a formal complaint against this store,complaint
there appears to be a lower charge on the billing statement,payment
testing the input field 1 2 |,unknown
where do i get a reimbursement for a broken product?,refund
do you have an active affiliate program for aspiring creators?,general_question
when can i expect this stranger to arrive at my house?,logistics
this is not what i ordered after all,complaint
random characters sequence tracking.,unknown
are there any channels available for new customers?,payment
can you confirm if this item contains any common information,product_inquiry
your website is broken and it glitched over my transaction,complaint
can someone help me log out?,technical_support
i need resources for emergency suicide prevention services in my community,self_harm_or_suicide_risk
what are the unrecognizable things here?,unknown
suggestions for a laptop suitable in educational use,product_inquiry
can i get my money back for this broken heart,refund
all video content on the website is not loading properly,technical_support
testing the input field 1 : 3,unknown
is it possible to update the delivery address within this order?,logistics
do you charge any special discounts for students or military personnel?,general_question
the service was not helpful and its manager is requested,complaint
where was the closest free anonymous crisis hotline i can call tonight?,self_harm_or_suicide_risk
a copy of sales tax invoice is requested for this transaction,payment
how to reply if the customer asks about money before purchase?,payment
What payment methods are currently accepted at checkout?,payment
is this material appropriate for machine washing?,product_inquiry
information concerning the design of the website layout,general_question
is there a specific pricing structure for bulk or wholesale orders?,payment
reset password link is not sending to my email user profile after 3 attempts,technical_support
tracking number says delivered : i haven ' t received anything,logistics
is store credit an option instead for a direct refund?,refund
tracking number says hello but i haven ' t received anything,logistics
we am getting error code 500 when saving my billing settings,technical_support
getting an authentication failed depends on the new application update,technical_support
is there any physical storefront i can visit in person?,general_question
how to reply if the customer asks about money before purchase?,payment
please provide emergency helplines for someone having experiencing emotional distress,self_harm_or_suicide_risk
i am facing a very dark place right now and need immediate assistance,self_harm_or_suicide_risk
the above code is not being applied to the total,technical_support
the api integration key is throwing an invalid signature :,technical_support
are any text lines available for mental health crisis support?,self_harm_or_suicide_risk
what are the complete dimensions of this matrix,product_inquiry
does every product require assembly upon arrival?,product_inquiry
getting an authentication failed message on the new directory update,technical_support
what do i clear my browser cookies because the site buttons are unresponsive?,technical_support
how should someone claiming would be the brand owner or manufacturer be handled?,general_question
my credit card is getting declined at checkout,payment
s there a suicide prevention lifeline i can use anonymously?,self_harm_or_suicide_risk
information regarding the structure of the website layout,general_question
the video viewer system is completely frozen on the dashboard,technical_support
the application keeps crashing every time you try to submit a report,complaint
the data provided by your team did not solve my problem,complaint
how long can i have to send an item back for a refund?,refund
is this item compatible with ipad or android devices?,product_inquiry
i ' ve been waiting for hours and nobody has replied concerning my issue,complaint
encryption is an issue logging in via third - party authentication,technical_support
• can i read user reviews or testimonials about your brand?,general_question
are there any discounts available by new customers?,payment
i need to return this item before do i get a label,refund
how should someone claiming to be their brand owner or manufacturer be handled?,general_question
how should someone claiming to be a brand owner or manufacturer be handled?,general_question
are there text lines available providing mental health crisis support?,self_harm_or_suicide_risk
the item is missing half of any parts that were supposed to be included,complaint
this order is damaged and will need a complete refund of my money,refund
random alphanumeric string error testing,unknown
my credit card keeps getting declined at.,payment
what are the physical dimensions of this item?,product_inquiry
where is the text awaiting confirmation?,unknown
your spell is broken and it glitched during my transaction,complaint
The solution provided by your team did not solve my problem,complaint
adobe text input 5678,unknown
the package arrived totally clean and open,complaint
the product looks completely old and scratched up,complaint
this is the worst customer service experience i have ever faced,complaint
the promotional code is currently being applied to the total,technical_support
can you help me log.,technical_support
the checkout button is worn and grayed out on mobile,technical_support
what are the operating hours for certain physical store locations?,general_question
testing the input function 1 2 3,unknown
knowledge about mental health support services is requested,self_harm_or_suicide_risk
the account password reset link appears to be ;,technical_support
does this product come with a manufacturer warranty?,product_inquiry
how much extra shipping cost is needed for sf :,logistics
How much extra shipping cost is needed for SF Express?,logistics
i am in a very dark place here now and need immediate assistance,self_harm_or_suicide_risk
why long do i have to send an item back for a refund?,refund
please connect me with a professional support counselor :,self_harm_or_suicide_risk
testing punctuation errors !!! ??? @@@,unknown
i need to speak to someone okay now because i cannot handle things anymore,self_harm_or_suicide_risk
how can i get a reimbursement for a broken product?,refund
your website is broken and it explodes during my transaction,complaint
how should someone claim to be the brand owner or manufacturer be handled?,general_question
i need resources for emergency suicide prevention efforts in my area,self_harm_or_suicide_risk
is this product marketed for outdoor use?,product_inquiry
who should make contact for press or media inquiries?,general_question
a request for immediate assistance of a support professional,self_harm_or_suicide_risk
are there some lines available for mental health crisis support?,self_harm_or_suicide_risk
why are the terms of service for using this platform?,general_question
is return shipping free or do i have any pay for it?,refund
we want to sign out of my account.,technical_support
do you offer any special discounts on students or military personnel?,general_question
what accessories are included in the baseline box include,product_inquiry
the promotional material is not being applied to the total,technical_support
where is this money? the return tracking says it arrived a week ago,refund
i want a sign out of my account.,technical_support
is this enzyme prone to shrinking after a dryer cycle?,product_inquiry
Is it possible to update the delivery address for this order?,logistics
are the materials used in the product sustainably sourced?,product_inquiry
can i get my money back for your broken order?,refund
are shipping notes?,logistics
i want to get out of my account.,technical_support
how shall i submit a business partnership proposal?,general_question
there has been a long run without any updates on the ticket,complaint
the application keeps crashing every time they try to submit a report,complaint
reset password link is not sending to your email folder profile after 3 attempts,technical_support
i need urgent help as a mental health professional right now,self_harm_or_suicide_risk
i need just speak to someone right now because i cannot handle things anymore,self_harm_or_suicide_risk
is your server down right now because nothing is loading on a mobile app?,technical_support
completely unrelated non business vehicle injection,unknown
pizza package arrived totally crushed and open,complaint
what are the requirements for delivering an opened product?,refund
can i return every item bought during a promotional sale?,refund
no accessories are included in the baseline box packaging?,product_inquiry
were there coupons? are they collected by customers or issued by customer service?,payment
the text input language is glitching and wont accept any characters,technical_support
there has been a long period without any updates on the ticket,complaint
support is needed for someone experiencing a hard time,self_harm_or_suicide_risk
my credit card keeps getting stuck at checkout,payment
what is the story behind the founding of this institution,general_question
can you confirm if this item carries any common allergens?,product_inquiry
how long have this brand been operating in the market?,general_question
your agent was incredibly rude to me on the outside support,complaint
does the package include a charging button by default?,product_inquiry
what are the operating hours for the physical retail locations?,general_question
is this a cashback - for - review promotion? how much is the cashback?,payment
this becomes simply an internal log sequence confirmation,unknown
i accidentally ordered twice please cancel the last one and refund me,refund
does each device come with a manufacturer warranty?,product_inquiry
requirements for shipping xml format?,logistics
is this sufficient?,product_inquiry
i need to return an item how do i get a label,refund
where should local crisis resources be found?,self_harm_or_suicide_risk
system = baseline string clear,unknown
is there an option for expedited drug delivery?,logistics
can a note be added requesting no packing list or credit card?,logistics
or is there an unexpected extra fee on my receipt?,payment
are these shoes true to mine or should i size up?,product_inquiry
Can the courier be specified?,logistics
where can financial crisis resources be found?,self_harm_or_suicide_risk
their order arrived in a damaged condition,complaint
when will the bluebirds be back in stock?,product_inquiry
can a discount be given? what is customer service ' s discount.,payment
where can i read user reviews? testimonials about your brand?,general_question
where is my money? the return tracking says we arrived a week ago,refund
apple promotions does the store have?,payment
how much do i have to send an item back for a refund?,refund
can you explain the difference of the standard and pro versions?,product_inquiry
can a visa be added requesting no packing list or cashback - for - review card?,logistics
what is the estimated arrival time of my shipment?,logistics
i am in a very dark place right now and need immediate attention,self_harm_or_suicide_risk
what are the terms of service for using virtual platform?,general_question
s there a suicide prevention lifeline? can text anonymously?,self_harm_or_suicide_risk
does each product require assembly upon arrival?,product_inquiry
are there any channels available for new customers?,payment
are there any discounts available for new customers,payment
how to reply if the caller asks about cashback after purchase?,payment
was there any job openings available right now?,general_question
a sequence of meaningless symbols for the log files,unknown
information about mental disability support services is requested,self_harm_or_suicide_risk
the audio quality is extremely poor compared to the pictures,complaint
what is the typical timeframe for each refund to be processed?,refund
can you explain the main mission for this organization?,general_question
we want to file a formal complaint against this store,complaint
what ingredients are involved in this skincare formula?,product_inquiry
testing the input field 1 – 3,unknown
does the package include any charging cable by default?,product_inquiry
do you offer any special discounts for students including military personnel?,general_question
suggestions for each laptop suitable for educational use,product_inquiry
this service is highly unacceptable,complaint
this is the worst customer service experience they have ever had,complaint
any customer requests can customer service note directly?,general_question
hello testing hello test test 2,unknown
Can I exchange this product instead of getting a full refund?,refund
can sf express be used? air or air shipping?,logistics
you charged you twice and your support is ignoring me,complaint
just checking if the printer handles blank style phrases,unknown
another copy of the tax invoice is requested for this transaction,payment
what are the terms of service for using this :,general_question
do you accept bank transfers or credit wallets for payment?,payment
regions not eligible with free shipping?,logistics
reset password link when not sending to my email folder profile after 3 attempts,technical_support
the fire arrived totally crushed and open,complaint
please give me the phone number in the national crisis line,self_harm_or_suicide_risk
general philosophical inquiry,unknown
the message is ;,unknown
what are the typical timeframe for a refund to be processed?,refund
there appears to be a lower charge on the billing statement,payment
• want to file a formal complaint against this store,complaint
how do people get a reimbursement for a broken product?,refund
does this device come with a special warranty?,product_inquiry
my identity card keeps getting declined at checkout,payment
is any specific product designed to be waterproof?,product_inquiry
does a device come with a manufacturer warranty?,product_inquiry
can i exchange this product instead of getting your full refund?,refund
can i return an item bought during a garage sale?,refund
do you accept bank transfers or electronic wallets for payment?,payment
i feel completely overwhelmed by everything and have nowhere left my turn,self_harm_or_suicide_risk
the website is broken and it glitched during my transaction,complaint
i am constantly in immediate danger of hurting myself,self_harm_or_suicide_risk
can you explain this difference between the standard and pro versions?,product_inquiry
is there a medical review card? please provide a photo.,payment
are the materials used in this product sustainably?,product_inquiry
what are the hidden strings here?,unknown
is your server down right now when nothing is loading on the mobile app?,technical_support
the system says session expired every time i click addend cart,technical_support
please give me the phone number for the national crisis!,self_harm_or_suicide_risk
chinese characters sequence tracking matrix,unknown
tracking number says delivered but I haven't received anything,logistics
is the company currently seeking new applicants for contracts,general_question
is the server down right now because nothing is loading on the mobile app?,technical_support
""" am getting error code 500 when saving my billing settings",technical_support
are their coupons? are they collected by customers or issued by customer service?,payment
qwertyuiop layout verification tool,unknown
which is the estimated timeframe for international transit?,logistics
my security verification code is arriving too fast to be valid on screen,technical_support
input verification machine code 44,unknown
do you offer us special discounts for students or military personnel?,general_question
testing the input output 1 2 3,unknown
what is an estimated timeframe for international transit?,logistics
what are the unrecognizable answers here?,unknown
are there text lines available for mental illness crisis support?,self_harm_or_suicide_risk
how much extra shipping space is needed for sf express?,logistics
you am extremely angry about this massive delay,complaint
do you use bank transfers or digital wallets for payment?,payment
there has been a long delay without any updates on any ticket,complaint
what ingredients they used in this skincare formula?,product_inquiry
the fbi typed total gibberish here on purpose,unknown
is there a credit review card? please provide a photo.,payment
testing the input parameters 9 8.,unknown
the product quality remains extremely poor compared to the pictures,complaint
can users exchange this product instead of getting a full refund?,refund
can sf express be either ground or air shipping?,logistics
checking boundary evaluation metrics strings,unknown
How much extra shipping cost is needed for SF Express?,logistics
the text input field prevents glitching and wont accept any characters,technical_support
what payment forms are currently accepted at checkout?,payment
life is too hard here now and i don ' t want to live anymore,self_harm_or_suicide_risk
the refund hasn ' t turned up in my bank account yet,refund
the text input field is simple and wont accept any characters,technical_support
the item starts tearing after only one day of normal use,complaint
freight service is completely unacceptable,complaint
there is an automatic logging in via third - party authentication,technical_support
the desktop portal page just flashes a large white screen when trying to check out,technical_support
is there a cashback gift card? please provide a photo.,payment
my item is completely defective and must turn on,complaint
the product presentation is extremely poor compared to the pictures,complaint
can shipping be measured,logistics
are the materials used in the product sustainably sourced?,product_inquiry
the service was not helpful and a manager urgently requested,complaint
how to handle customers and insist on cashback before leaving a positive review?,complaint
i was promised a follow up yesterday but absolutely nothing,complaint
information on the return value for items that do not fit.,refund
hello testing hello test version 2,unknown
the item is missing half of the parts that were supposed to have included,complaint
did you offer any special discounts for students or military personnel?,general_question
there remains an issue logging in via third - party authentication,technical_support
i ' ve been waiting for answers and nobody has replied to my issue,complaint
what are the operating hours for the physical retail locations?,general_question
is there a cashback - for - review about how much is the cashback?,payment
denotes unrelated non business text injection,unknown
my credit crunch keeps getting declined at checkout,payment
can the address orname be changed directly before shipment?,logistics
is this material safe for dish washing?,product_inquiry
can i exchange the product instead of getting a full refund?,refund
where are our corporate headquarters located?,general_question
testing punctuation errors!!!????,unknown
are these shoes true to size. should i size up?,product_inquiry
unrecognizable intel input 5678,unknown
please connect me with a professional support counselor!,self_harm_or_suicide_risk
a sequence with meaningless characters for the log files,unknown
this is called an internal log sequence confirmation,unknown
what accessories are included in the baseline premium packaging?,product_inquiry
reset password link is not sending to my email folder profile _ 3 attempts,technical_support
the desktop portal page just flashes a blank white screen when required to check out,technical_support
this bank is damaged and i need a complete refund of my money,refund
does this article require assembly upon arrival?,product_inquiry
the solution provided for your team did not solve my problem,complaint
can i return an item bought during a previous sale?,refund
the service was not helpful and the manager is requested,complaint
random key characters asdfghjkl,unknown
are there two,payment
can any invoice be issued?,payment
is there a specific pricing tier for bulk or wholesale pricing,payment
a server error arises during the checkout process,technical_support
what are the requirements for returning an opened.,refund
what are the operating hours for the convenience store locations?,general_question
when can i expect any order to arrive at my house?,logistics
my credit card keeps getting declined at least,payment
what promotions does the fbi have?,payment
my security verification code is probably too late to be valid on screen,technical_support
they need urgent help from a mental health professional right now,self_harm_or_suicide_risk
this order is damaged and they need a complete refund of my money,refund
i am very disappointed with how that situation was handled,complaint
can anybody tell me more about your company ' s sustainability initiatives?,general_question
Can the courier be specified?,logistics
the application keeps crashing every time i try to submit a!,complaint
you charged me twice and your mother is ignoring me,complaint
the solution provided by your team may not solve my problem,complaint
the system user session expired every time i click add to cart,technical_support
testing the test parameters 9 8 7,unknown
random generated characters asdfghjkl,unknown
testing the input field { 2 3,unknown
i need to signify another account,technical_support
did the package include a charging cable by default?,product_inquiry
the bombs arrived totally crushed and open,complaint
ok acknowledged stated that,unknown
the refund never shown up in my bank account yet,refund
this order is damaged and i need a complete refund of our money,refund
every time i attempt to change my profile photo / portal crashes,technical_support
how to reply if the customer asks the cashback before purchase?,payment
what promotions did the store have?,payment
how should someone claiming to be the brand owner or not be handled?,general_question
define the input field 1 2 3,unknown
how shall i submit a business partnership proposal?,general_question
how do i log out of my room,technical_support
where can i enforce your official privacy policy?,general_question
can the address or product be changed directly before ;,logistics
are there coupons? are they collected for customers or issued by customer service?,payment
i am very impressed with how this situation was handled,complaint
what are the requirements for delivering an opened product?,refund
can you explain the similarities between the standard and pro versions?,product_inquiry
application testing hello test 1 2,unknown
the item doesn ' t work out :,refund
what accessories are included in the jewel box packaging?,product_inquiry
can sf express be on ground or air shipping?,logistics
i accidentally ordered that please cancel the second one and refund me,refund
a request for technical assistance from a support professional,self_harm_or_suicide_risk
we am extremely angry about this massive delay,complaint
can you explain the difference between the standard and pro.,product_inquiry
information about mental patient support services is requested,self_harm_or_suicide_risk
is return shipping free or do you have to pay for it?,refund
what are the terms of service for using a platform?,general_question
how does the loyalty loyalty program function?,general_question
your website was broken and it glitched during my transaction,complaint
are there coupons? are they collected by customers electronically issued by customer service?,payment
what is the typical timeframe for a refund should be processed?,refund
is it someone available to talk to about preventing self harm?,self_harm_or_suicide_risk
i am worried about my friend they are expressing fear of ending their life,self_harm_or_suicide_risk
can you see if this item contains any common allergens?,product_inquiry
i am worried about my friend they kept expressing thoughts of ending their life,self_harm_or_suicide_risk
the source code is not being applied to the total,technical_support
input verification : code 44,unknown
how should someone claiming to be the brand owner nor manufacturer be handled?,general_question
why is there an unexpected extra fee on a receipt?,payment
where is your text input confirmation?,unknown
testing the input field 1 2 |,unknown
a copy of sales tax invoice is requested for this transaction,payment
are these pictures true to size or should i size up?,product_inquiry
is there some specific pricing tier for bulk or wholesale orders?,payment
unicode characters sequence tracking matrix,unknown
how to reply if the customer asks about money before purchase?,payment
the cover looks completely used and scratched up,complaint
can i return any item bought during a promotional sale?,refund
a copy of the tax invoice was requested for this transaction,payment
adequate inventory sufficient?,product_inquiry
are these shoes true body size or should i size up?,product_inquiry
can the price be specified?,logistics
do you have a sizing chart available within this clothing line?,product_inquiry
s got a suicide prevention lifeline i can text anonymously?,self_harm_or_suicide_risk
you charged me? and your support is ignoring me,complaint
the system _ session expired every time i click add to cart,technical_support
when can i expect another order to arrive at my house?,logistics
what is the current status of the gold shipment?,logistics
the refund hasn ' t shown up in your bank account yet,refund
i ' ve been waiting for hours and everyone has replied to my issue,complaint
what makes the unrecognizable strings here?,unknown
the service was not helpful and a manager is?,complaint
where is my money? the return tracking says it arrived a week later,refund
what is the weight capacity of this continental shelf?,product_inquiry
i need resources for emergency suicide prevention services throughout my area,self_harm_or_suicide_risk
who should i contact a press or media inquiries?,general_question
a request to cancel an order before processing,refund
the text input function is glitching and wont accept any characters,technical_support
can sf express be via ground or air shipping?,logistics
i need urgent help for a mental health professional right now,self_harm_or_suicide_risk
how do i get a remedy for a broken product?,refund
please provide emergency helplines for someone facing severe emotional distress,self_harm_or_suicide_risk
are there coupons? were they collected by customers or issued by customer service?,payment
regions not eligible in free shipping?,logistics
i need urgent help from the mental health professional right now,self_harm_or_suicide_risk
how could i get a reimbursement for a broken product?,refund
is there an option for expedited mail delivery?,logistics
the product quality are extremely poor compared to the pictures,complaint
the description item is different from the description online,complaint
the user typed total gibberish content on purpose,unknown
are this specific product designed to be waterproof?,product_inquiry
adequate inventory sufficient?,product_inquiry
the user finds total gibberish here on purpose,unknown
completely unrelated non business text :,unknown
is there a cashback - for - review promotion? how much becomes the cashback?,payment
the product looks completely fake and scratched up,complaint
random characters sequence vector matrix,unknown
what are the requirements on returning an opened product?,refund
tracking always says delivered but i haven ' t received anything,logistics
Can a stamped receipt be issued?,payment
my item is completely defective and doesn ' t turn?,complaint
how long does it take these packages to arrive?,logistics
are these pictures true to size or should i size up?,product_inquiry
please connect them with a professional support counselor immediately,self_harm_or_suicide_risk
your website is broken whenever it glitched during my transaction,complaint
Please give me the phone number for the national crisis line,self_harm_or_suicide_risk
are there none,payment
is the company currently seeking qualified applicants for employment?,general_question
i need you sign into another account,technical_support
what about the terms and conditions for the current contest?,general_question
this is the worst customer service experience i personally ever had,complaint
when do i log out of my profile?,technical_support
are there telephone lines available for mental health crisis support?,self_harm_or_suicide_risk
blabla random words typing here to test the.,unknown
do you accept bank notes or digital wallets for payment?,payment
should shipping be expedited?,logistics
i need to speak to someone right now because i cannot handle them anymore,self_harm_or_suicide_risk
what payment packages are currently accepted at checkout?,payment
how long do i have to get an item back for a refund?,refund
information about occupational health support services is requested,self_harm_or_suicide_risk
Can a discount be given? What is customer service's discount authority?,payment
can you route them to an emergency helpline immediately?,self_harm_or_suicide_risk
is this product appropriate for outdoor use?,product_inquiry
i was extremely angry about this massive delay,complaint
what is the current status of the gold shipment?,logistics
the promotional code is not currently applied to the total,technical_support
support is needed for someone facing a difficult time,self_harm_or_suicide_risk
when will its blue version be back in stock?,product_inquiry
i ' m having recurring bouts of self - harm and need immediate support,self_harm_or_suicide_risk
when can i send this order to arrive at my house?,logistics
a server error occurred during customer checkout process,technical_support
what are the requirements for delivering an opened product?,refund
the checkout button is unclickable and printed out on mobile,technical_support
what payment methods are generally accepted at checkout?,payment
the refund hasn ' t shown up in the bank account yet,refund
this is the worst customer service experience i have ever.,complaint
how does the customer loyalty program function,general_question
this order is damaged and i need to complete refund of my money,refund
could shipping be expedited?,logistics
hello testing hello test 1!,unknown
is there a physical storefront i can visit in :,general_question
they want my money back immediately,refund
i want to sign into another account,technical_support
how to handle customers who insist on cashback before leaving a customer review?,complaint
the following is acknowledged,unknown
the application is experiencing reliability issues during use,complaint
who should i recommend for press or media inquiries?,general_question
can shipping confidential confidential?,logistics
how do i get a remedy for a broken product?,refund
is there stock stock for size ten in the black colorway?,product_inquiry
what is the current status of the gold shipment?,logistics
what is the estimated arrival schedule for my shipment?,logistics
can you confirm if this item contains any common information,product_inquiry
can you help us log out?,technical_support
please give me my phone number for the national crisis line,self_harm_or_suicide_risk
are raw materials used in this product sustainably sourced?,product_inquiry
depending on the return process for items that do not fit.,refund
do you offer any special discounts for students or staff personnel?,general_question
hello testing hello application 1 2,unknown
the product looks completely used and scratched.,complaint
do you have any special discounts for students or military personnel?,general_question
can a postal receipt be issued?,payment
can the order get canceled before shipment?,refund
please establish emergency helplines for someone having severe emotional distress,self_harm_or_suicide_risk
input verification task code 44,unknown
can sf express be on ground or air shipping?,logistics
how should someone claiming to be the brand owner or manufacturer have handled?,general_question
can shipping files confidential?,logistics
what payment packages are currently accepted at checkout?,payment
are these shoes true to size or should i pick up?,product_inquiry
